Assigned report section,Catalogue Item ID,Existing visualization?,Exists?,Figure IDs,Figure renderable?,Fold,Frozen source,Integrity status,Model,New inference required?,Notes,Phase,Public / Private,Report placement,Result / Artifact type,Scientific content,Table IDs,Table renderable?,Visualization status
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-SUBTLETY,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-INTERNALSTRUCTURE,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-CALCIFICATION,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-SPHERICITY,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-MARGIN,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-LOBULATION,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-SPICULATION,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-FOLD4-TEXTURE,False,True,RPT-F07,True,4,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PRIVATE_SOURCE_PUBLIC_AGGREGATE,Main report,gradcam_model_fold_target,Raw FP32 Grad-CAM and occlusion inventory,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-MALIGNANCY,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-SUBTLETY,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-INTERNALSTRUCTURE,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-CALCIFICATION,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-SPHERICITY,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-MARGIN,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-LOBULATION,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-SPICULATION,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-LEARNED_SOFTMAX_GAM-POOLED-TEXTURE,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_model_target_pooled,Pooled Grad-CAM accounting,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-GRADCAM-GLOBAL-ACCOUNTING,False,True,RPT-F07,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,ALL/NA,False,,P9,PUBLIC_DEIDENTIFIED,Main report,gradcam_global_accounting,Global Grad-CAM accounting identity,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-BLACKBOX-MALIGNANCY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-MALIGNANCY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-SUBTLETY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-INTERNALSTRUCTURE,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-CALCIFICATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-SPHERICITY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-MARGIN,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-LOBULATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-SPICULATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-STANDARD_CBM-TEXTURE,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-MALIGNANCY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-SUBTLETY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-INTERNALSTRUCTURE,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-CALCIFICATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-SPHERICITY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-MARGIN,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-LOBULATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-SPICULATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-MIXED_CEM-TEXTURE,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-MALIGNANCY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-SUBTLETY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-INTERNALSTRUCTURE,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-CALCIFICATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-SPHERICITY,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-MARGIN,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-LOBULATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-SPICULATION,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-LIMITATIONS,RES-P9-UNDEFINED-RCA-LEARNED_SOFTMAX_GAM-TEXTURE,False,True,"RPT-F07, RPT-FA05",True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,learned_softmax_gam,False,,P9,PUBLIC_DEIDENTIFIED,Main report,undefined_map_rca,Undefined Grad-CAM root-cause classification,RPT-T13,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-BLACKBOX-MALIGNANCY,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-BLACKBOX-POOLED,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,blackbox,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_pooled,All-target pooled spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-MALIGNANCY,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SUBTLETY,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-INTERNALSTRUCTURE,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-CALCIFICATION,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SPHERICITY,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-MARGIN,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-LOBULATION,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-SPICULATION,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-TEXTURE,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-STANDARD_CBM-POOLED,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,standard_cbm,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_pooled,All-target pooled spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-MALIGNANCY,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SUBTLETY,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-INTERNALSTRUCTURE,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-CALCIFICATION,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SPHERICITY,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-MARGIN,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-LOBULATION,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-SPICULATION,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-TEXTURE,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_target,Matched-random spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
SEC-RESULTS-WHERE,RES-P9-FAITHFULNESS-MIXED_CEM-POOLED,False,True,RPT-F08,True,ALL/NA,repo://artifacts/baseline_v2/audit/p9/spatial.json,VERIFIED,mixed_cem,False,,P9,PUBLIC_DEIDENTIFIED,Main report,spatial_faithfulness_model_pooled,All-target pooled spatial faithfulness,RPT-T14,True,RESULT_ALREADY_EXISTS
